Name,Size,Type,CR,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,Font,Author
Drow Shadowblade,Medium,Humanoid (Elf),11.00,17,150,30,NE,14,21,16,12,14,13,"DEX, CON, WIS","Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Shadow Step, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Genie, Dao",Large,Elemental,11.00,18,187,"30, burrow 30, fly 30",NE,23,12,24,12,13,14,"INT, WIS, CHA",None,Petrifiedimmu,Darkvision 120,Terran,"Earth Glide, Elemental Demise, Innate Spellcasting, Sure-Footed",Monster Manual,Wizards of the Coast
"Genie, Djinni",Large,Elemental,11.00,17,161,"30, fly 90",CG,21,15,22,15,16,20,"DEX, WIS, CHA",None,"Lightningimmu, thunderimmu",Darkvision 120,Auran,"Elemental Demise, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Genie, Efreeti",Large,Elemental,11.00,17,200,"40, fly 60",LE,22,12,24,16,15,16,"INT, WIS, CHA",None,Fireimmu,Darkvision 120,Ignan,"Elemental Demise, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Genie, Marid",Large,Elemental,11.00,17,229,"30, fly 60, swim 90",CN,22,12,26,18,17,18,"DEX, WIS, CHA",None,"Acidimmu, coldimmu, lightningimmu","Blindsight 30, darkvision 120",Aquan,"Amphibious, Elemental Demise, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Giant, Cloud, Smiling One",Huge,"Giant (Giant, Cloud)",11.00,15,262,40,CN,26,12,22,15,16,17,"CON, INT, CHA","Deception, Insight, Perception, Sleight of Hand",None,Normal,"Common, Giant","INnate Spellcasting, Normal Spellcasting, Keen Smell",Volo's Guide to Monsters,Wizards of the Coast
Morkoth,Medium,Aberration,11.00,17,130,"25, swim 50",CE,14,14,14,20,15,13,"DEX, INT, WIS","Arcana, History, Perception, Stealth",Nonmagicalres,"Blindsight 30, darkvision 120",Telepathy 120,"Amphibious, Normal Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
Naergoth Bladelord,Medium,Undead,11.00,18,135,30,NE,20,12,16,12,14,16,"DEX, WIS","Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,"Common, Draconic",Sunlight Sensitivity,Rise of Tiamat,Wizards of the Coast
Remorhaz,Huge,Monstrosity,11.00,17,195,"30, burrow 20",U,24,13,21,4,10,5,None,None,"Coldimmu, fireimmu","Darkvision 60, tremorsense 60",None,Heated Body,Monster Manual,Wizards of the Coast
Roc,Gargantuan,Monstrosity,11.00,15,248,"20, fly 120",U,28,10,20,3,10,9,"DEX, CON, WIS, CHA",Perception,None,Normal,None,Keen Sight,Monster Manual,Wizards of the Coast
Shadar-Kai Soul Monger,Medium,Humanoid (Elf),11.00,15,123,30,N,8,17,14,19,15,13,"DEX, WIS, CHA",Perception,"Necroticimmu, psychicimmu, charmedimmu, exhaustionimmu, frightenedimmu",Darkvision 60,"Common, Elvish","Fey Ancestry, Innate Spellcasting, Magic Resistance, Soul Thirst, Weight of Ages",Mordenkainen's Tome of Foes,Wizards of the Coast
"Sorrowsworn, The Hungry",Medium,Monstrosity,11.00,17,225,30,NE,19,10,17,6,11,6,None,None,Darknessres,Darkvision 60,Common,Life Hunger,Mordenkainen's Tome of Foes,Wizards of the Coast
"Sphinx, Gyno",Large,Monstrosity,11.00,17,136,"40, fly 60",LN,18,15,16,18,18,18,None,"Arcana, History, Perception, Religion","Nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Truesight 120,"Common, Own","Inscrutable, Magic Weapons, Normal Spellcasting, Legendary, Lair",Monster Manual,Wizards of the Coast
"Troll, Spirit",Large,Giant,11.00,17,97,30,CE,1,17,13,8,9,16,None,Perception,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Giant,"Incorporeal Movement, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
"Yugoloth, Yagno",Large,Fiend (Yugoloth),11.00,17,147,40,NE,19,14,21,16,15,18,"DEX, INT, WIS, CHA","Deception, Insight, Perception, Persuasion","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
Boneclaw,Large,Undead,12.00,16,127,40,CE,19,16,15,13,15,9,"DEX, CON, WIS","Perception, Stealth","Coldres, necroticres, nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Common, Any","Rejuvenation, Shadow Stealth",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Erinyes",Medium,Fiend (Devil),12.00,18,153,"30, fly 60",LE,18,16,18,14,14,18,"DEX, CON, WIS, CHA",None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Truesight 120,"Infernal, telepathy 120","Hellish Weapons, Magic Resistance",Monster Manual,Wizards of the Coast
Duergar Despot,Medium,Humanoid (Dwarf),12.00,21,119,25,LE,20,5,19,15,14,13,"CON, WIS",None,"Poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 120,"Dwarvish, Undercommon","Innate Spellcasting, Magic Resistance, Psychic Engine, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
Eidolon,Medium,Undead,12.00,9,63,fly 40,ANY,7,8,9,14,19,16,WIS,Perception,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,"Incorporeal Movement, Sacred Animation, Turn Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Eidolon, Sacred Statue",Large,Construct,12.00,19,95,25,ANY,19,8,19,14,19,16,WIS,None,"Acidres, fireres, lightningres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Any,"False Appearance, Ghostly Inhabitant, Inert",Mordenkainen's Tome of Foes,Wizards of the Coast
"Giant, Frost, Everlasting One",Huge,"Giant (Giant, Frost)",12.00,15,189,40,CE,25,9,24,9,10,12,"STR, CON, WIS","Athletics, Perception",COldimmu,Darkvision 60,Giant,"Extra Heads, Regeneration, Vaprak's Rage",Volo's Guide to Monsters,Wizards of the Coast
Githyanki Kith'Rak,Medium,Humanoid (Gith),12.00,18,180,30,LE,18,16,17,16,15,17,"CON, INT, WIS","Intimidation, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Rally the Troops",Mordenkainen's Tome of Foes,Wizards of the Coast
Gray Render,Large,Monstrosity,12.00,19,189,30,CN,19,13,20,3,6,8,"STR, CON",Perception,None,Darkvision 60,None,None,Mordenkainen's Tome of Foes,Wizards of the Coast
Ki-Rin,Huge,Celestial,12.00,20,152,"60, fly 120",LG,21,16,16,19,20,20,None,"Perception, Insight, Religion","Poisonimmu, poisonedimmu","Blindsight 30, darkvision 120","All, telepathy 120","Innate Spellcasting, Legendary Resistance, lair, Magic Resistance, Magic Weapons, Normal Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Archdruid",Medium,Humanoid (Any Race),12.00,16,132,30,ANY,10,14,12,12,20,11,"INT, WIS","Medicine, Nature, Perception",None,Normal,"Druidic, Any",Normal Spellcasting,Volo's Guide to Monsters,Wizards of the Coast
"NPC, Archmage",Medium,Humanoid,12.00,12,99,30,ANY,10,14,12,20,15,16,"INT, WIS","Arcana, History","Spellres, nonmagicalres",Normal,Any,"Magic Resistance, Normal Spellcasting",Monster Manual,Wizards of the Coast
"NPC, Warlord",Medium,Humanoid (Any Race),12.00,18,229,30,ANY,20,16,18,12,12,18,"STR, DEX, CON","Athletics, Intimidation, Perception, Persuasion",None,Normal,Any,"Indomitable, Survivor",Volo's Guide to Monsters,Wizards of the Coast
Stone Juggernaut,Large,Construct,12.00,15,157,50,U,22,1,21,2,11,3,None,None,"Poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Blindsight 120,None,"Devastating Roll, Immutable Form, Regeneration, Siege Monster",Tomb of Annihilation,Wizards of the Coast
Yuan-Ti Anathema,Huge,"Monstrosity
Monstrosity (Yuan-Ti)",12.00,16,189,"40, climb 30, swim 30",NE,23,13,19,19,17,20,None,"Perception, Stealth","Acidres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 30, darkvision 60","Abyssal, Common, Draconic","Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads",Volo's Guide to Monsters,Wizards of the Coast
"Yugoloth, Arcana",Medium,Fiend,12.00,17,104,"30, fly 30",NE,17,12,14,20,16,17,"DEX, INT, WIS, CHA","Arcana, Deception, Insight, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, charmedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual,Wizards of the Coast
"Yugoloth, Oino",Medium,Fiend (Yugoloth),12.00,17,126,40,NE,19,17,18,17,16,19,"CON, WIS","Deception, Intimidation, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Bringer of Plagues, Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
Atropal,Huge,Undead (Titan),13.00,7,225,fly 50,NE,19,5,22,25,19,24,"CON, WIS",None,"Radiantweak, coldimmu, necroticimmu, nonmagicalimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu","Darkvision 120, truesight 120",Celestial,"Magic Resistance, Negative Energy Aura, Turn Resistance Aura, Legendary",Tomb of Annihilation,Wizards of the Coast
Beholder,Large,Aberration,13.00,18,180,30,LE,10,14,18,17,15,17,"STR, CON, WIS",None,"Coldres, nonmagicalres, nonsilveredimmu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight,  Magic Resistance, Steadfast",Monster Manual,Wizards of the Coast
"Demon, Nalfeshnee",Large,Fiend (Demon),13.00,18,184,"20, fly 30",LE,21,10,22,19,12,15,"CON, INT, WIS, CHA",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120",Magic Resistance,Monster Manual,Wizards of the Coast
"Demon, Wastrilith",Large,Fiend (Demon),13.00,18,157,"30, swim 80",CE,19,18,21,19,12,14,"STR, CON",None,"Coldres, fireres, lightningres, nonmagicalres, poisonres, poisonedres",Darkvision 120,"Abyssal, telepathy 120","Amphibious, Corrupt Water, Magic Resistance, Undertow",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Narzugon",Medium,Fiend (Devil),13.00,20,112,30,LE,20,10,17,16,14,19,"DEX, CON, CHA",Perception,"Acidres, coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Common, Infernal, telepathy 120","Diabolical Sense, Infernal Tack, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
Devourer,Large,Fiend,13.00,16,178,30,CE,20,12,20,13,10,16,None,None,"Coldres, fireres, lightningres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 120",None,Volo's Guide to Monsters,Wizards of the Coast
"Dragon, Chromatic, White, Adult",Huge,Dragon,13.00,18,200,"40, burrow 30, fly 80,  swim 40",CE,22,10,22,8,12,12,"DEX, CON, WIS, CHA","Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Ice Walk, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Brass, Adult",Huge,Dragon,13.00,18,172,"40, burrow 30, fly 80",CG,23,10,21,14,13,17,"DEX, CON, WIS, CHA","History, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120,","Common, Draconic","Legendary, Legendary Resistance, Lair",Monster Manual,Wizards of the Coast
Drow Arachnomancer,Medium,Humanoid (Elf),13.00,15,162,"30, climb 30",CE,11,17,14,19,14,16,"CON, INT, CHA","Arcana, Nature, Perception, Stealth",Poisonres,"Blindsight 10, darkvision 120","Elvish, Undercommon, spiders","Change Shape, Fey Ancestry, Innate Spellcasting, Normal Spellcasting, Spider Climb, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Giant, Storm",Huge,Giant,13.00,16,230,"50, swim 50",CG,29,14,20,16,18,18,"STR, CON, WIS, CHA","Arcana, Athletics, History, Perception","Coldres, lightningimmu, thunderimmu",Normal,"Common, Giant","Amphibious, Innate Spellcasting",Monster Manual,Wizards of the Coast
Neothelid,Gargantuan,Aberration,13.00,16,325,30,CE,27,7,21,3,16,12,"INT, WIS, CHA",None,None,Blindsight 120,None,"Creature Sense, Innate Spellcasting (Psionics), Magic Resistance",Volo's Guide to Monsters,Wizards of the Coast
Rakshasa,Medium,Fiend,13.00,16,110,40,LE,14,17,18,13,16,20,None,"Deception, Insight","Magicalpiercingweak, nonmagicalres",Darkvision 60,"Common, Infernal","Limited Magic Immunity, Innate Spellcasting",Monster Manual,Wizards of the Coast
Shadow Dragon Template,VARIES,Dragon,13.00,18,TEMP,TEMP,CE,23,10,21,14,11,19,TEMP,TEMP,TEMP,TEMp,TEMp,TEMP,Monster Manual,Wizards of the Coast
"Sorrowsworn, The Angry",Medium,Monstrosity,13.00,18,255,30,NE,17,10,19,8,13,6,None,Perception,Darknessres,Darkvision 60,Common,"Two Heads, Rising Anger",Mordenkainen's Tome of Foes,Wizards of the Coast
Star Spawn Seer,Medium,Aberration,13.00,17,153,30,NE,14,12,18,22,19,16,"DEX, INT, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Darkvision 60,"Common, Deep Speech, Undercommon",Out-of-Phase Movement,Mordenkainen's Tome of Foes,Wizards of the Coast
"Troll, Dire",Huge,Giant,13.00,15,172,40,CE,22,15,21,9,11,5,"WIS, CHA",Perception,"Nonmagicalres, frightenedimmu, poisonedimmu",Darkvision 60,Giant,"Keen Smell, Keen Sight, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
Vampire,Medium,Undead,13.00,16,144,30,LE,18,18,18,17,15,18,"DEX, WIS, CHA","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 120,Any,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart",Monster Manual,Wizards of the Coast
"Yugoloth, Ultro",Medium,Fiend,13.00,19,153,"30, fly 60",NE,16,16,18,18,15,19,None,"Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Truesight 120,"Abyssal, Infernal, telepathy 120","Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
"Beholder, Death Tyrant",Large,Undead,14.00,19,187,"50, 40 climb",LE,10,14,14,19,15,19,None,"Perception, Stealth",Lightningimmu,Darkvision 90,Draconic,None,Monster Manual,Wizards of the Coast
Cadaver Collector,Large,Construct,14.00,17,189,30,LE,21,14,20,5,11,8,None,None,"Necroticimmu, poisonimmu, psychicimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,All,"Magic Resistance, Summon Specters",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Ice",Large,Fiend (Devil),14.00,18,180,40,LE,21,14,18,18,15,18,"DEX, CON, WIS, CHA",None,"Nonmagicalres, nonsilveredres, coldimmu, fireimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Infernal, telepathy 120","Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
"Dragon, Chromatic, Black, Adult",Huge,Dragon,14.00,19,195,"40, 80 fly, swim 40",CE,23,14,21,14,13,17,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Copper, Adult",Huge,Dragon,14.00,18,184,"40, climb 40, fly 80",CG,23,12,21,18,15,17,"DEX, CON, WIS, CHA","Deception, Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
Drow Inquisitor,Medium,Humanoid (Elf),14.00,16,143,30,NE,11,15,14,16,21,20,"CON, WIS, CHA","Insight, Perception, Religion, Stealth",Frightenedimmu,Darkvision 120,"Elivhs, Undercommon","Discern Lie, Fey Ancestry, Innate Spellcasting, Magic Resistance, Spellcasting, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Giant, Fire, Dreadnought",Huge,"Giant (Giant, Fire)",14.00,21,187,30,LE,27,9,23,8,10,11,"DEX, CON, CHA","Athletics, Perception",Fireimmu,Normal,Giant,Dual Shields,Volo's Guide to Monsters,Wizards of the Coast
Githyanki Supreme Commander,Medium,Humanoid (Gith),14.00,18,187,30,LE,19,17,18,16,16,18,"CON, INT, WIS","Insight, Intimidation, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Legendary",Mordenkainen's Tome of Foes,Wizards of the Coast
"Mind Flayer, Elder Brain",Large,Aberration,14.00,10,210,"5, swim 10",LE,15,10,20,21,19,24,"INT, WIS, CHA","Arcana, Deception, Insight, Intimidation, Persuasion",None,Blindsight 120,"Common, Deep SPeech, Undercommon, telepathy 5 miles","Creature Sense, Innate Spellcasting (Psionics), Lair, Legendary Resistance, magic Resistance, Telepathic Hub",Volo's Guide to Monsters,Wizards of the Coast
Retriever,Large,Construct,14.00,19,210,"40, climb 40",LE,22,16,20,3,11,4,"DEX, CON, WIS","Perception, Stealth","Necroticimmu, poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu","Blindsight 30, darkvision 60","Abyssal, Elvish, Undercommon","Faultless Tracker, Innate Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon, Nabassu",Medium,Fiend (Demon),15.00,18,190,"40, fly 60",CE,22,14,21,14,15,17,"STR, DEX",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, telepathy 120","Demonic Shadows, Devour Soul, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Abishai, Green",Medium,Fiend (Devil),15.00,18,187,"30, fly 40",LE,12,17,16,17,12,19,"INT, CHA","Deception, Insight, Perception, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's Sight, Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Green, Adult",Huge,Dragon,15.00,19,207,"40, 80 fly, swim 40",LE,23,12,21,18,15,17,"DEX, CON, WIS, CHA","Deception, Insight, Perception, Persuasion, Stealth","Poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Bronze, Adult",Huge,Dragon,15.00,19,212,"40, 80 fly, swim 40",LG,25,10,23,16,15,19,"DEX, CON, WIS, CHA","Insight, Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
Mummy Lord,Medium,Undead,15.00,17,97,20,LE,18,10,17,11,18,16,"CON, INT, WIS, CHA","History, Religion","Fireweak, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,"Magic Resistance, Rejuvenation, Normal Spellcasting, Legendary, Lair",Monster Manual,Wizards of the Coast
Purple Worm,Gargantuan,Monstrosity,15.00,18,247,"50, burrow 30",U,28,7,22,1,8,4,"CON, WIS",None,None,"Blindsight 30, tremorsense 60",None,Tunneler,Monster Manual,Wizards of the Coast
Skull Lord,Medium,Undead,15.00,18,105,30,LE,14,16,17,16,15,21,None,"Athletics, History, Perception, Stealth","Coldres, necroticres, nonmagicalres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhuastionimmu, frightenedimmu, poisonedimmu, stunnedimmu, unconsciousimmu","Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Any,"Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
"Angel, Planetar",Large,Celestial,16.00,19,200,"40, 120 fly",LG,24,20,24,19,22,25,"CON, WIS, CHA",Perception,"Radiantres, nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu",Truesight 120,"All, telepathy 120","Angelic Weapons, Divine Awareness, Innate Spellcasting, Magic Resistance",Monster Manual,Wizards of the Coast
"Demon, Marilith",Large,Fiend (Demon),16.00,18,189,40,CE,18,20,20,18,16,20,"STR, CON, WIS, CHA",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120","Magic Resistance, Magic Weapons, Reactive",Monster Manual,Wizards of the Coast
"Devil, Arch, Titivilus",Medium,Fiend (Devil),16.00,20,127,"40, fly 60",LE,19,22,17,24,22,26,"DEX, CON, WIS, CHA","Deception, Insight, Intimidation, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration, Ventriloquism",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Hellfire Engine",Huge,Construct,16.00,18,216,40,LE,20,16,24,2,10,1,"DEX, WIS, CHA",None,"Coldres, psychicres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, unconsciousimmu",Darkvision 120,Infernal,"Immutable Form, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Blue, Adult",Huge,Dragon,16.00,19,225,"40, 40 burrow, 80 fly",LE,25,10,23,16,15,19,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary, Legendary Resistance, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Silver, Adult",Huge,Dragon,16.00,19,243,"40, fly 80",LG,27,10,25,16,13,21,"DEX, CON, WIS, CHA","Arcana, History, Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Elder Elemental, Phoenix",Gargantuan,Elemental,16.00,18,175,"20, fly 120",N,19,26,25,2,21,18,"WIS, CHA",None,"Nonmagicalres, fireimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu",Darkvision 60,None,"Fiery Death and Rebirth, Fire Form, Flyby, Illumination, Legendary, Siege Monster",Mordenkainen's Tome of Foes,Wizards of the Coast
"Giant, Storm, Quintessent",Huge,"Giant (Giant, Storm)",16.00,12,230,"50, fly 50, swim 50",CG,29,14,20,17,20,19,"STR, CON, WIS, CHA","Arcana, History, Perception","Coldres, nonmagicalres, lightningimmu, thunderimmu",Truesight 60,"Common, Giant","Amphibious, Legendary",Volo's Guide to Monsters,Wizards of the Coast
Githzerai Anarch,Medium,Humanoid (Gith),16.00,20,144,30,LN,16,21,18,18,20,14,"STR, DEX, INT, WIS","Arcana, Insight, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Psychic Defense, Lair, Legendary",Mordenkainen's Tome of Foes,Wizards of the Coast
"Golem, Iron",Large,Construct,16.00,20,210,30,U,24,9,20,3,11,1,None,None,"Fireimmu, poisonimmu, psychicimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 120,Creator,"Fire Absorption, Immutable Form, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
Star Spawn Larva Mage,Medium,Aberration,16.00,16,168,30,CE,17,12,23,18,12,16,"DEX, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, restrainedimmu",Darkvision 60,Deep Speech,"Innate Spellcasting, Return to Worms, Legendary",Mordenkainen's Tome of Foes,Wizards of the Coast
Steel Predator,Large,Construct,16.00,20,207,40,LE,24,17,22,4,14,6,None,"Perception, Stealth, Survival","Coldres, lightningres, necroticres, thunderres, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Blindsight 30, darkvision 60","Modron, Any","Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
Death Knight,Medium,Undead,17.00,20,180,30,CE,20,11,20,12,16,18,"DEX, WIS, CHA",None,"Necroticimmu, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, Common","Magic Resistance, Marshal Undead, Spellcasting",Monster Manual,Wizards of the Coast
"Demon, Goristro",Huge,Fiend (Demon),17.00,19,310,40,CE,25,11,25,6,13,14,"STR, DEX, CON, WIS",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,Abyssal,"Charge, Labyrinthine Recall, Magic Resistance, Siege",Monster Manual,Wizards of the Coast
"Devil, Abishai, Blue",Medium,Fiend (Devil),17.00,19,195,"30, fly 50",LE,15,14,17,22,23,18,"INT, WIS",Arcana,"Coldres, nonmagicalres, nonsilveredres, fireimmu, lightiningimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's Sight, Magic Resistance, Magic Weapons, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Red, Adult",Huge,Dragon,17.00,19,256,"40, climb 40, fly 80",CE,27,10,25,16,13,21,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Gold, Adult",Huge,Dragon,17.00,19,256,"40, fly 80, swim 40",LG,27,14,25,16,15,24,"DEX, CON, WIS, CHA","Insight, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
